Year,Review,Rating
2022,the best quality of clothes and the fitting is always perfect. 👌,5
2022,When I click on Menu I see loader for few seconds and then just a white screen. Menu never loads.,1
2022,i love everthing except the very slow delivery,4
2022,Mindblowing,5
2022,"My favourite place to shop, however most of my shopping is done online.",5
2022,Absolutely useless,1
2022,"Defines region by default to india and i cannot change it , worst experience. Connection took 5 to 6 attempt after install .",1
2022,Why are you changing the app during the sale. All my save for later disappears on the app. I spend time and money with you and it seems you want to change the playing field. I wont threaten to never shop at Zara again as I love it too much but I am very unhappy with this. The app seems take it harder to shop is that really your intention for your shoppers. Please either fix it or change it for your very loyal customers. 🙏,2
2022,the website in anointing as you can not used filter for everything. I wanted to sort after price but not letting me.,3
2022,love you,5
2022,❤️,5
2022,bad customer service.,1
2022,easy to use,5
2022,"I was having difficulty with the site, so I decided to make the call instead, it was answered by Jenine, who was patiently help me without hesitant. I was happy that she was able to locate the item I was looking for that I tried several times. thank you very much. Jenine deserve to be acknowledge by her supervisor for a job well done. Thank you Jenine.",4
2022,amazing,5
2022,you guys take forever to deliver,2
2022,Seamless purchase and easy to navigate.,5
2022,love the brand zara the best clothing line in the world,5
2022,Great app. Works well. Just items are sometimes out of stock on the app and in stock on the website. Zara please help look into this User friendly app otherwise,4
2022,The app it's not quite stable,1
2022,Good delivery,4
2022,I like zara is a good quality brand...,5
2022,"Love shopping with Zara. The choice of clothing inspires you to second guest what you would normally wear. To what you should wear, creating a new, colourful, confident you.",4
2022,"I love Zara so much your items so eye catching,but the size of Zara way too big even already xs (sometime i have to hem or cut to tailor or sewing by myself) and Zara apps as well always has problem and i need to uninstall again and again to get to it. I hope make into petite or fix the apps. Thanks",2
2022,ok 👌,4
2022,Wow,5
2022,Excellent,5
2022,"best shopping app, loved the clothes.",5
2022,App was a little too slow,4
2022,easy to navigate,5
2022,Zara! Always the best!,5
2022,I love Zara! They have something for every age.,5
2022,good,3
2022,Love Zara & great Online service,5
2022,zara app is relatively easy to use and navigate. I have bought only sneakers from them on 3 different occasions and I was satisfied each time with the quality.,4
2022,nice 👌,5
2022,the select location for delivering is buggy,3
2022,unique product,5
2022,regular app. usability minimum. they didn't make a lot of effort there,1
2022,👍,5
2022,"Horrible UI, trying to look at a single item is a nightmare, try to get more pictures of it and suddenly your all the way down the page, who ever signed off on pull up on this bit of the product image to see more of it or pull up on this little bit at the bottom to look at the info should be fired, also swipe right or left to see the next one? Nah I clicked on that one to see it, not the next one, can't chill in bed at weird angles and just swipe, always either moving down the page or to next",1
2022,They're supporting LGBTQI ❌❌🏳️‍🌈🏳️‍🌈❌❌ we don't support them يا جماعة بيدعمو الشواذ و المثليه صوتو على نجمه وحده لينزل ريتهم حسبي الله ونعم الوكيل,1
2022,Shoes and clothing or amazing,4
2022,very good,5
2022,Apps is a mess when it is time for sale. Other than that it is great. My ordered has been canceled several times.,3
2022,barcode scanner was great addition to finding clothes,5
2022,love it,5
2022,"Great selection, but they need to improve on their return policy and quality control inspections before shipping.",4
2022,so slow,1
2022,very nice. thank you ZARA,5
2022,Perdi uma oferta por problemas ao logar no app logo quando precisava e não permitiam logar antes da oferta começar.,1
2022,"alot of glitch, when open sometimes wont come out like white blank only with zara logo.when on sale cant buy! fix it please its been a year still not fixed when sale goes on",3
2022,Very ease to purchase,5
2022,Horrible service,1
2022,No option to pick up in store...live in Glasgow where there are 2 stores. Very poor service.,1
2022,"zara the place to shop, Quality well-made clothes",5
2022,"Wow.. utterly terrible. Unintuitive, poorly designed, clunky. I would say use the website.. but that is awful too.. I did order some clothes, but it took an age, even though I knew exactly what I wanted. I'm not really sure the developers know what they are doing. Let's hope the clothes are better than the app!",1
2022,good quality,5
2022,👍🏾,5
2022,Annoying that items out of stock are still shown and there isn't an option to not see them.,2
2022,Wrong information about products.,1
2022,awesome app!! needs some improvements whilst viewing the product,5
2022,"Zara always amazing, App is easy and effective",5
2022,"Dont like that cant order by price low to high and that we dont have some time in the basket to shop, things disapears",4
2022,"the worst experience ever! you cannot pay cause 1 of the items is not available anymore, but you don't know which article is about...",1
2022,"The website looks like you spent so much money but it's completely inconvenient. One of the worst shopping experiences. The search, the cart, location of elements are irritating.",1
2022,Awful,1
2022,why one item is finish the filter show that is available,3
2022,"This application is such a pain.. it's a big company but the application is pathetic company needs to change there developers, I guess they were supposed to make it different and unique and have done there worst.. every feature of the application is just worst",1
2022,Good👍🍼,5
2022,I want my item in my basket,1
2022,"Its lagging, cant complete payment. Zara can not afford hiring a better programmer????",1
2022,"Good, but can have more details on sale items. such as return and exchange options",4
2022,Always out of stock,1
2022,l love Zara,5
2022,Gorgeous clothes as always,5
2022,ZARA shall have enough money to hire some capable IT to make this app works better and without lots of bugs. As well as shall have enough money to training a professional customer services team. Not just solve problems / answer questions by copy paste.,1
2022,Have tried so many time to change the country from USA to Canada but it doesn't let me and there is no dame option it's so frustrating,1
2022,I like it...makes it fun to shop,5
2022,What is the point of announcing an early sale on the app if you can't even log in?! Log in details work fine on the site but the app says there is a problem. Useless.,1
2022,"I love zara and buy there all the time but I had to write this review because every time I open their app I get annoyed. It's is not user friendly at all! Scrolling though the pictures of the item has to be just perfect else it goes to the description part, home page is like I'm trying to solve a riddle to find a category and the MOST ANNOYING thing are their ""artistic "" pictures of models in such distorted poses I have no clue how the clothes fits or if their bones are in one piece🤦🏻‍♀️",2
2022,Still can't log in. App still keeps showing errors!,1
2022,Excellent,5
2022,Good service always,5
2022,shipping fee is to expensive,5
2022,nice products good,5
2022,"The app has some bugs. For example, when I click on the pictures under ""view similar items"", the picture next to it opens up instead. Or, sometimes, some of the items' pictures don't load at all (the whole screen remains blank when I click on the item).",4
2022,I love zara always the material is so good but what I hate in zara is in store shopping there's no trolleys or shopping bags.,4
2022,"I can't sign in. It tells sg. went wrong try again later. I uninstalled,doesn't solved problem.",1
2022,Affordable prices with very good trendy stuff in their shops and online simply the best,5
2022,great quality,5
2022,very impresive.....dilievery,5
2022,brilliant service and great value,5
2022,Not user friendly,3
2022,It is the most difficult app..there is no store menu,1
2022,thoda aur sasta product banye pls,4
2022,Cool Stuff.. been a zara client ever since..,5
2022,🤘🤘,5
2022,Excellent,5
2022,Great service super fast delivery,5
2022,Uninstall I won't buy anything cuz their support to homosexuals which against primitivness and Islam,1
2022,Very good,5
2022,Refund policy is fake...5580 amout... November mein pay kiya tha abhi tak refund nhi hua...call msg fb twitter sab kahi complaint kr chuki but passion rkhne ko bolte h but refund nhi kiya... Police complaint hi karni pdegi...fake app hai...thagte h zara wale sabhi ko... Now all is done.,3
2022,"It's too difficult to find plus sizes. The layout is a learning curve. The sale items is mixed in. So, if there's a sale going on, you wouldn't know.",1
2022,UI is not convenient to use,2
2022,The gallery of the outfits on the models are very 👎bad,1
2022,Good,4
2022,Cannot return. Worst customer care,1
2022,Bad,1
2022,"After the update a couple of months ago (?), viewing pictures once you click on an item has become a nightmare. There's a swipe up/down motion to go through them, which often brings up the details about the item by accident. It also doesn't take much for the app to think you swiped left or right, switching to another item. It's over sensitive and too easy for it to do stuff you don't want to. It's become so annoying I use the app less, especially for browsing.",1
2022,"Love the interface of the app. The only UX issue I am having is on the product details page. When you scroll up to see other photos on the vertical carousel, it triggers the related products pull up card often which is not what I want to do. It's a little annoying.",5
2022,Love this,5
2022,بسبب دعم المثليين,1
2022,Hii Zara I not have money to buy your products but I really love you product and always see your website and think one day I will wear your products inshallah ☺️,5
2022,I have ordered more items and have experienced one of the best on app experience. Keep it up,5
2022,love🥰🥰🥰,5
2022,nice colorful collections,5
2022,"Overall layout and design are very easy to use, much better than other shopping apps.",4
2022,I refuse them supporting lgbt aganist our nature,1
2022,مقاطعه لدعمكم المثليين,1
2022,Bad app,1
2022,so slow,1
2022,Nothing like Zara... the world over!!!,5
2022,filter for sizes then ends up showing all sizes available,3
2022,lagged with sale,1
2022,exchange of size shud be started,5
2022,"app is great but but yes definitely Zara make people stupid. The reason I have added stuff in the cart which clearly shows in stock but as soon as sale started n I try to paid, put of 8 item 6 out of stock like within 2 minutes seriously.",1
2022,"Shopping at Zara since they open here in Toronto, love the styles, reasonably priced. Caters to men, women, children, even something for your home. Great 2x yearly sales, if you can wait for it, that is?!!Otherwise, even with no sales, it is so reasonably priced, great up-to-date fashion styles for everyone. Highly recommend this store to anyone of all different age groups.",5
2022,The styles are all different so everyone is included from young to old.,5
2022,great app,4
2022,"i wish delivery didn't take so long, other than that the app is great.",4
2022,Improving,4
2022,great,3
2022,Just loved it,5
2022,😍😍😍😍,5
2022,App is not user friendly. I'm trying to scroll to see more pictures but the description box keeps popping up.,1
2022,Poor app performance lately!! It's been such a hassle to use the ZARA online shopping app in the past several months that I switched to the website.,2
2022,Needs an update every other week or it will not give me a drop down menu,3
2022,the most important thing is that this app doesn't send notifications to users that often. easy to use app,5
2022,good,4
2022,👍,5
2022,good,5
2022,♥️♥️♥️,5
2022,"When I check the sizes and colours, it doesn't find what I checked. Eg. I check only items in size 38EUR and it gives me a bunch of things that are not available in 38. Or the same thing in colour. I check black, and it gives every single colour as if I didn't check anything at all.",2
2022,very nice,5
2022,return service is not good,2
2022,very user friendly it's a total Hassel free interraction they are so customer friendly very easily except exchange and refund even arrenge pick up ..thanks,5
2022,Worst in return proces,1
2022,"Such a trash app. Viewing things and going back to previous page will take you back to the initial state, not where you last were. Items only show out of stock once you're in the process of payment. Can't believe this is acceptable. Horrible application that is not user friendly at all.",2
2022,very fast,5
2022,awsome store,5
2022,"THE BEST, thank you so much for making the thing available I wanted. You guys are awesome!",5
2022,Price not in Indian currency,1
2022,Love this app.,5
2022,great app,5
2022,Nice collection 👌,4
2022,"Absolutely nightmarish UI, completely overloaded, the same item gets shown multiple times, scrolling requires skill and experience because there is about 15 different ways... Much like the offered products, it's all about looks and no thought given to the user-friendliness and comfort.",2
2022,Great online ordering experience always! Shipment arrives timely and the exchange/returns policy is so consumer friendly and convenient!,4
2022,Not seeling perfume,1
2022,it hangs,4
2022,"Annoying amount of constant lagging and freezing while scrolling. Scrolling down at the item photos makes that pesky bar pop-up with the item details, which is even more annoying. And the filtering in ""search"" is useless. What a dumb app.",2
2022,Excellent,5
2022,"very slow after few pages of scrolling. UX is bad when trying to scroll over the pictures of an item, ends up always opening the details",1
2022,credit card check out hasn't been working for a while,1
2022,very slow I had to very my pin too many times,1
2022,Does not f allow me open without updating it!,1
2022,okey,3
2022,One And Only Zara👑💯,5
2022,On a Samsung s20 (11) everytime I launch the app I have to close it and then reopen it before I'm able to navigate through the menu,2
2022,Now do bend da win,1
2022,one of my favorites ❤,5
2022,👍,5
2022,so many things out of stock,3
2022,Works well and very easy to direct. Never had any issues. The updates have been great as it keeps getting user friendly.,5
2022,easy to buy,5
2022,Dislike the wish list layout. Not user friendly.,1
2022,"First version of Zara app was more convenient(access to favourites for example), now it is crushing often, no so convenient to use it, hope they will do something about it....It is impossible to see a wishlist in app it is crushing. I am already cleaned cache( not helping at all).Please fix it (have no patience, how to use it if it is crushing constantly)",2
2022,It's not usel it breaks down every day does not give you what your searching for it's not a great app I would recomed shein,1
2022,Could be more user friendly,2
2022,A very good experience overall,5
2022,"bad customer service , cause I had a problem with refunding a product but they didn't answer me or return my money to me although they took their product back ..",1
2022,تجربة ممتازة,5
2022,V good,4
2022,Niceee,5
2022,Login problem it logs out my account automatically within a few days,1
2022,"With each update it gets worse and worse. If I put something in the bag, and try to click on the bag icon in the right corner it simply doesn't work. That started to happen months ago and they still didn't fix it.",1
2022,Very Good,5
2022,It's very Good,5
2022,always the fastest delivery service and love the trend.,5
2022,"Always clear advice explaining your purchase or refunds ,polite staff",5
2022,"The app is great, I'd rate it 5 stars if it they didn't drag their delivery dates. You wait for a week to 2 weeks for your parcels to arrive.",4
2022,I love Zara it has the best fashion and its always different from the rest of the clothes shops.,5
2022,Find zara clothing very small fitting lately anything I have ordered I have to bring back sizing is desperate,3
2022,It was better before I don't like this version,1
2022,Super smooth,5
2022,works slow during Sales,4
2022,always good except slow on delivering,5
2022,Fantastic,5
2022,Good,5
2022,Excellent,5
2022,"Didn't expect this from zara. They really have to worked on smoothes of clicks and scrolls. You click somewhere else and they shows something else to you. The zoom in picture and pictures or items are really bad. I hate their shopping experience, it makes you frustated. At first I thought it's just me I'm not clicking on it properly, but it happened like 50 times. You can't be just the leader in market and have shittest experience for users.",1
2022,good,5
2022,Swiping through photos of the product is extremely annoying - it is opening the info bar more often than actually swiping photos.. Could you please fix it? It's been several months already..,2
2022,please give discount on products over all you're the best zara,4
2022,Nice app,5
2022,excellent quality,4
2022,needs to be updated multiple times,1
2022,only problem is that in online wrong items comes n then while returning thr is lot of issue please bear,5
2022,P do co,5
2022,Bahut deen hogaye order kiya hua...2june ko delivery date dikha raha tha...but abhi taak nahi mili...bahut delay h...and apps is very difficult to use...could not track properly..please fix it...,1
2022,"As much as i love zara's clothes, this app just let's everything down. Fix the app y'all.",1
2022,I saw the point was 5. That is why I gave 1 star.,1
2022,Easy to use .. the display is perfect,5
2022,very very good,5
2022,Best,3
2022,op,5
2022,Good,5
2022,"I am trying to see my wishlist but something goes wrong and the whole application closes, could you repare it?",4
2022,"Useless application, all items are coming soon or out of stock while in fact its available in stores, i have no idea why bother create an online shopping experience when eventually i have to go all your stores for a purchase or i have to wait for ages until my fav item become available on your application...such a horrible user experience for me",1
2022,It just works as expected,5
2022,love zara,5
2022,App works well,5
2022,"Nista ne radi kako treba, jako često baguje aplikacija i samo izadje u jednom trenutku. Treba dosta da se radi na njoj.",1
2022,Good and nice clothes,5
2022,👍,5
2022,This app is horrible...right now its not working at all..it kicks you off continuously during browsing site and wish list section...needs to be fixed????,1
2022,A bug continuously shuts down the app when you want to expand your wish list. Terribly annoying.,1
2022,wow,5
2022,The app UX is really bad,2
2022,superb,5
2022,UI design sucks. Cant even figure out how to see products preview,1
2022,always good experience though they should do something about stock out,5
2022,"Not possible to change country. If its only for USA, it should be mentioned on icon of the app.",1
2022,Mancano due cose: la possibilità di filtrare prodotti (poter fare la ricerca indicando la taglia o la fascia del prezzo - come sul sito) e la wishlist. Per il resto tutto ok!,4
2022,very good,5
2022,too many bugs,1
2022,"good app, but I wish they would put the size the model is wearing",4
2022,I could not receive my payment which I returned back from month's pathetic service.,1
2022,nyangkut.... ga bisa masuk. payah 👎,1
2022,I love this app,5
2022,good,5
2022,"good product.. affordable prices, easy to pay.. and..",5
2022,Keeps crashing.. annoying!,1
2022,✌🏻,5
2022,Óptimo aplicativo...,5
2022,poderia ser bem melhor. não aceita filtros nem pesquisa a disponibilidade por área,2
2022,good app,4
2022,best shop ever love zara 😍 ❤,5
2022,Vvvvv good,5
2022,I would give it 5 stars but it's difficult flipping through pictures of the same item.,4
2022,"great products, fast delivery, fast return policy",5
2022,Terribly designed app,1
2022,excellent,5
2022,nyz,4
2022,No offers / sale section,1
2022,Paketlemesi özensiz oluyor. Ürünler sıkıntısız.,3
2022,👍,5
2022,Love Zara and app so easy to use,5
2022,one of the Shirt which I ordered Is Teared. This Is first time I was experienced.others which I ordered was really good,3
2022,App is total garbage.,1
2022,User friendly and the items availability always updated,5
2022,Amazing,5
2022,Love,5
2022,Application is not working smoothly,3
2022,"First time writing a review for an app, and I'm doing it because it's really frustrating to use the app now - in many ways. Perhaps the app developer can test out from an user end from start to finish to know what I mean. Some examples include kicking me off the page when I'm browsing through the pictures, and when inserting address to check out, it gives me the option to click on the preset address but when I do, it doesnt set the full address - instead it only displays the street name.",1
2022,Great shopping experience!,5
2022,"unique products and classy items, always",5
2022,The quality of the clothes is worth every penny.,5
2022,sher gut??!,5
2022,My experience with zara is worst.In my first order i got wrong product and their customer service is pathetic they take a hell lot of time to solve a issue.I have suffering from the last 30 days after sending all the pictures and information but still my issue is pending.i won't recommend to purchase anything from this app unless any zara store is near you.,1
2022,Terrible app... terrible payment mechanism,1
2022,Never had a problem with my orders and returns.,5
2022,Zara is my fav palace for shopping 🛍️ love 💕 the clothes 💯😎😎😎,5
2022,The location is not fetched properly and I am unable to manually change it,1
2022,"Great app, have everything you need.",5
2022,easy...,5
2022,This has happened a couple of times now. Before I place the order it says it will be available for collection between 27th-28th. Then after I make the payment it says available for collection between 27th-31st. I didn't want the order after the 28th! I would not have ordered it if it was not available until then.,1
2022,good 👍👍,5
2022,app hangs a lot!,4
2022,I love Zara,5
2022,the scroll on the product view is difficult,3
2022,Favourite Brand to shop for quality stylish products,5
2022,"would like to know models height and size they are wearing. Also manoeuvring the items upwards to see more images is tricky, as the item info moves up. May e swipe for photos and up for info. Quite annoying. Love the range though!",3
2022,this time the collection is just awsome,5
2022,Bakvas/ nihaisti/ fakeer/ lootere,1
2022,good,1
2022,"It's such an annoying app. You try and view the materials but a different part of the screen scrolls. You can't sort by price. Difficult to change the recommended sizing. And the pictures are AWFUL. If I want to buy a t-shirt, I don't want to see a topless woman on the beach- I want to see the t-shirt! Front and back please, not scrunched up... It's so frustrating.",2
2022,Easy to use app 😊,5
2022,The new app is so confusing. Not practical at all.,1
2022,brilliant ordering delivering everything from start to finish always amazing!!!,5
2022,amazing,5
2022,India case not showing dollar showing,1
2022,Everything is nice and best quality love it 👌,5
2022,"forms (card, address) don't auto fill. anonymous user experience has cart memory problems",1
2022,love zara and the app xx,5
2022,Best app,5
2022,سياسة البيع والتبدبل والاسترجاع رائعة....خدمة الزبائن سريعي الاستجابة.....تغليف الملابس كتير مرتب ....كل شي بجنن .tnx Zara🌹🌹🌹🌹❤,5
2022,absolutely worst,1
2022,"Ive been shopping for a long time, had 500 euros in my shopping cart. The app was stopping all the time but at some point it completely crashed and I lost all the items in my shopping cart. I'm done buying here.",1
2022,Very good product,5
2022,goof,4
2022,good,5
2022,goooood,5
2022,delivery is on time which is amazing however the app lags a lot and needs fixing as it is not as flexible to use.,2
2022,I have just updated the app. It has not opened since.0,1
2022,super awesome:),5
2022,really cute selections!,5
2022,"the site is easy to make purchases with once you find the items, but selecting the item size and quantity is unnecessarily hidden. It seems like they're trying to hard to be different with that step. you have to add items to the cart to get to the size/qty selection and then hyperlinked under that is a size guide. Its uncommon for sure...if that's what they were going for. Once you figure out how to order, everything else is easy.",5
2022,Worst user interface ....Does not look attractive at all,1
2022,"loved the website until the update, now its really hard to find certain items!",1
2022,Good one,3
2022,CUSTOMER SERVICE IS REALLY POOR,1
2022,nice clothing,4
2022,compare to the store clothes online clothes materials are very cheap,2
2022,I love Zara.,5
2022,"Delivered broken perfume bottles and when asked for refund no response for 4 days, worst service 👍🏻",1
2022,The navigation did not work! It keeps redirecting me to the main screen and that's all. I can't look at the products!,1
2022,"This app really unhelpful, many times ordered some products always took too much times for delivery and always late, more than 1months ago I cancelled my orders cause they didn't shipped yet, but till now my refund money still doesn't arrive on my account, speak many times to the customer care, the answer always the same ""still on process and wait"" Oh come on big company but the service is big zero",1
2022,"Wonderful cloths . Excelent quality. Great fabrics. Size always fitting. For every taste, both my daughter (16) and I (47) love Zara!",5
2022,Great website. clothes are always so cool for our little dude. Great prices for quality products,5
2022,im in love with all the items of ZARA,5
2022,quick delivery,5
2022,"items state available, then not available when submitting order.",4
2022,latest designs with reasonable price. fast shipping.,5
2022,A great application 👍,5
2022,Selalu kelogout sendiri,1
2022,Excellent,5
2022,the navigation and UX is painful,2
2022,app keeps glitching recently,3
2022,Thanks for the service,2
2022,Ok,3
2022,easy to navigate and checkout is smooth,5
2022,"Absolutely love the quality of Zara clothes, fabulous fabrics and cut. Always a wow or complimentary to other pieces iny wardrobe. Zara never fails 👌❤️",5
2022,"I love ZARAS fashion. Good quality. they true to their sizes, quick delivery. I always can find something for me. I am ouver forty so longer skirts would be a bonus 😉",5
2022,super love it!,5
2022,they change for delivery and return : (,4
2022,app slow,3
2022,brilliant,5
2022,"I have the best experience with this app and Zara in general. It would be great that they add video to the app for each iteam,like Asos .And also reviews.",5
2022,Lv zara,5
2022,"Love many Zara items, good quality and high street fashion and trends but you could have more offers and more payment methods so it gives us more flexibility. I use Clearpay and Klarna very often and it's an amazing way to shop and have cash flow in the same time so you don't end up with your money stuck all at once.",4
2022,wouldn't recognize my Irish eircode,1
2022,"Honestly I don't know what everyone is complaining about. I live in Ireland so we always have delayed shipping, but i still got my order relatively fast and the customer service was so sweet and helpful when I did have to contact them. At first the layout and use of the app is very awkward and difficult but once you get the hang of it, it's smooth sailing. And I have yet to recieve a bad order, and i love their perfumes. Also no ads or anything, which is a lot considering other apps. 5/5 stars",5
2022,The app doesn't want to download,1
2022,fabulous,5
2022,This app is such a pain,1
2022,easy accessibility,5
2022,"Delayed service, payment deducted twice for order, no refund no information, call 100 times and still no response.",1
2022,I love it 👍,5
2022,"nice , superb",5
2022,best app and easy to use... thanks Zara❤️,5
2022,"Beware from this fake brand,they will take money online and don't give parcel and after that stop replying. Very disappointed",1
2022,The best,5
2022,perfect for me 🤗,5
2022,I love this Brand,5
2022,V disappointed with the app. Need to update more boring shopping app,1
2022,Zara has many pieces to select from and various size options. I love their dresses that are made from viscous and don't wrinkle. I just love so much that they offer!,5
2022,Good 👍,5
2022,love zara 😍,5
2022,nice collection 👌,5
2022,great products wash lovely,5
2022,Quality is beautiful and delivery good,5
2022,"Poor Customer service The customer service agents are rude and useless. They talk like a robot and do not even acknowledge the customers query or issue. They don't care if you don't get your package on time simply blames the customer. Doesn't take the responsibility. Didn't expected this. I am never going to order anything from this useless app. And ""expensive doesn't mean good quality or product"" this is what Zara has taught me.",1
2022,"Latest styles, great prices",5
2022,"app often gets stuck, not showing the menu",3
2022,five star service.,5
2022,"Great quality , excellent , choices 👌",5
2022,easy to order,5
2022,UI hangs a lot at 100Mbps internet,1
2022,Little buggy,4
2022,Brilliant company. Love everything about them.,5
2022,Their customer service at MOA is great! had to call for a swimwear size and they able to find my size but there is a stitching cloth issue talked over the phone named Blue💙. Ordering on line is easy and they have cash on delivery service 👍 thanks Zara,5
2022,Works perfectly fine... Great app!!!,5
2022,Charging for returns...Good luck with that,1
2022,Very nice,5
2022,Prices are more and more expensive. Sad.,1
2022,"I cannot stand viewing items in the app bc when you click on an item to view it and then scroll down to see the next image of it, the stupid bottom bar with the item details comes up instead ORR ORRR god forbid your swipe up isnt a perfect straight line bc then itll think you went left/right and show you the next or previous item!!! Makes me soo annoyed i literally quit looking.",1
2022,Love the Brand,5
2022,great,5
2022,"im having dificulties in opening the main manu, i need to restart the app over and ovder again the new version of the app is less user friendy than the previous",3
2022,not working properly,1
2022,This site is the best,5
2022,Brilliant service great range of clothing and delivery is excellent,5
2022,"you may find things not found in store, they respond fast on chat, no lagging in app, thumbs up zara",5
2022,Shopping with ZARA in Lisbon was super,5
2022,very useful and trustfully.,5
2022,improve size chart and delivery time,4
2022,nice,5
2022,"A bit costly but, worth the money.",5
2022,the app is not working like it used to. it keeps shutting down when you navigate to menu.,1
2022,good products,3
2022,It works fine,5
2022,Customer service is awful,2
2022,Beautiful,5
2022,excellent experience,5
2022,i enjoy shopping,5
2022,"If you looking for sophistication, Zara is it !",5
2022,"Plusieurs bugs sur l'application.. des articles qui s affichent en stock mais une fois dans le panier, ils apparaissent comme épuisés.. Tous les articles dans mon panier (8 au total) apparaissaient comme étant épuisés, je reviens 10 min après et là ils sont en stock à nouveau..",3
2022,best quality,5
2022,always got perfect things in best price,5
2022,"It's been months I've been chasing to get my gift cards reactivated, no one helps during covid people were struggling with living and these guys expect you to remember your about your shopping. The worse part is evey employee seems insane and they give the same answer. Such a shameful thing for a Brand, they've miserably failed to deliver customer service. They expect me to let go of 7000INR. Disappointing and baffled with brands",1
2022,nice beautiful,5
2022,"Since the latest update, the app keep closing",1
2022,Great service,5
2022,i love it ❣️,5
2022,good,5
2022,"Good quality mens' clothing at reasonable prices, constantly changing styles and stock. Order unavailable sizes for store collection at no additional cost. Always find something I like 👍",5
2022,Perfect! Delivery Returns Staff No issues whatsoever! Shopped for my kids in Zara also myself always get Something I love x.,5
2022,great service,5
2022,perfect,5
2022,I love zara sneakors the best,4
2022,Good,5
2022,Not user friendly at all,1
2022,love,5
2022,Terrible laid out website,1
2022,I love zara,5
2022,Zara serious needs a new interface,3
2022,Better shopping app required,2
2022,Moja omiljena prodavnica! Sve preporuke!!!,5
2022,quick and easy use app .,5
2022,good,4
2022,App gets slow or hang sometimes,4
2022,Great app. Nice layout and easy to use,5
2022,Why when I downloaded this app is it not in Spain? I live in Spain and want the Spanish site not the uk one....Zara is Spanish afterall!!!,1
2022,Love this store. The app is easy to navigate.,5
2022,Great clothes,5
2022,Good,5
2022,love the software presentation and the models.,4
2022,my favorite 4ever,4
2022,no muestra menú principal,4
2022,"I don't know what happened but suddenly I cannot use the app at all.Like trying to edit the address and keep crushing,trying to add a new address and crushing as well.I deleted it and installed again and again and still not working I really wanted to spend some money but you're app doesn't like it.",1
2022,good,4
2022,"my order took forever to be delivered to the store. 1 month later, i received nothing and cancelled my order. after cancellation, its been 16 days and i got no refund. And all wht the customer service does is apologising. no real action has been taken. very frustrating service that i won't recommend to no one. All what you will get are appologise, frustration and they will steal your money. More then a month now, still no refund",1
2022,good,5
2022,Using zara is a wast of time,1
2022,Easy to browse and buy.,5
2022,Worst app.. Pathetic customer care service. Pathetic return procedure... Always got damaged products. Worst shopping app I ever experienced.,1
2022,THE Help service is not reliable and convinient😌😌I am so disappointed.I am still waiting for a reply,1
2022,soo easy,5
2022,I enjoy working with this app,3
2022,Latest update makes it crash when looking for items. Fix it.,2
2022,"Always best ,when it comes to style and Quality",5
2022,great and top,5
2022,"LOVE the styles, colours and pricing! Just make more 18 size, pleeeeessse👍",5
2022,Ever the best quality,5
2022,Nice app,5
2022,"easy to buy zara on aplication, its great",5
2022,"app works well, free returns are great if live out of town so can't go to store",5
2022,children wear,5
2022,looove it so much.,5
2022,They have worst customer service I placed my order paid for to be delivered overnight...a week later I still haven't received my order they are unwilling to do anything about or even let me speak to management never again,1
2022,"Hate not being able to 'back', otherwise great app.",4
2022,I could develop this app better! Didn't know noobs like these sits in MNCs ....🌝,1
2022,good,5
2022,my favorite app.. easy and super handy. love it,5
2022,"Zara is usually my go to for most of my clothing. Lots of simple closet staples at reasonable prices. Hassle free returns, app navigation is easy, and customer service is excellent.",5
2022,delivery charges are very high😒😒😒,2
2022,excellent service,5
2022,the new version of app is complete and user friendly,5
2022,good app. scrolling functionality needs work,4
2022,good app,4
2022,"Okay but generally difficult to use - reviewing pictures, the way clothes are presented and app consistently closes and makes buying process tedious.",3
2022,love it,5
2022,Most Exceptional Retail Company,5
2022,"So frustrating when I try to swipe up pictures of the product and menu shows up. Also main menu is almost always gone, just blank page, I don't know how to navigate through this aplication, hate it!",3
2022,Sometimes app freezes,4
2022,it has great deals,5
2022,fabric and design is wonderful!! they always make me smile!!,5
2022,you have to remove out of stock items,3
2022,Aesthetic❤,5
2022,GREAT,5
2022,"Zara never fails with their lovely varieties of shoes and clothing, there is always something to work out with whenever I visit in store or on line.",5
2022,👍,3
2022,good quality... but cost little bit 🤏 more,3
2022,Excellent product 👌🏻👌🏻👍👍,5
2022,Too complex to use and it's buggy. I would rate 1 star for usability. Though 5 star for Zara products.,2
2022,I just love ZARA,5
2022,couldn't pay on any card.,1
2022,my favourite ❤,5
2022,"love zara, their online service is brilliant 👏",5
2022,easy to navigate and filter,5
2022,efficient!,5
2022,Love love love this app! It allows you to store favourite items for future purchase (as long as your size hasn't sold out) and if you like an item that doesn't have your size it will let you know when it comes in stock. Also has a scanning device that you can use instore for an item you can purchase online if it is out of stock in the store! I wish more shops had this facility. Downside - I spend too much money on it! 😂,5
2022,great quality items,5
2022,Edhe dizajni i aplikacionit edhe sherbimi shume i mire...,5
2022,"The are no search option, hard to find things I need",2
2022,Can't actually buy anything because I can't fill in my address details,1
2022,"It's always a great experience with Zara, be it offline or online",5
2022,Good,5
2022,"60+ yo who likes natural fibers. Most items are for younger clients. However, there is something for just about everyone. Love the styles even if not for me!",5
