Year,Rating,Review
2021,1,Cannot reset password after many attempts over several weeks. Missed every sale over the past two months due to inability to reset password. Reset link just takes me to same login page and does not allow me to reset password. Customer service is nonexistent and does not respond to any of the 10+ emails sent. Chat is never active. I'm surprised a brand such as Levi's has such an inferior app and terrible customer service! They are obviously not concerned with the customer or making the sale!
2021,5,I just got started this app.
2021,5,Levi's app is really good to use
2021,5,Works
2021,1,"This app is garbage. I get an ""error occurred"" notification on literally everything I try to view. Useless."
2021,1,Not working on Galaxy S20 5G
2021,5,The best quality jeans.
2021,4,I have the same issue yygggggggggggggggygggygggghg
2021,5,Love it.
2021,5,Great
2021,5,None.
2021,5,Easy access along with great prices I'll definitely tell my friends about it and to continue to use when I purchase my Levi's.
2021,5,Love bought different colors of jean pants for my son when he was little boy- What A Popularly for like 300 years now.
2021,4,Great app
2021,5,Best jeans
2021,5,Great deals with red tab promos!
2021,5,Great!
2021,5,Levi's are the best in quality jeans.
2021,3,Very useful
2021,5,Awesome service an amazing product! Levi's is my favorite brand... Fits me ooohhhhh so we'll. Men's and women's! ❣️❣️❣️
2021,5,Love itt!
2021,5,EXCLLENT
2021,5,You
2021,5,Easy to navigate
2021,1,Can't close the app
2021,5,Quality product for many years. They continuesly are introducing NEW fashion to accommodate all age ranges. I'm a Levi wearer to thee end😁👍💯🤗
2021,5,IT'S ALL I WEAR AND I WEAR IT WELL!
2021,5,Love it
2021,1,Couldn't get past the welcome page.
2021,1,Worked good for my first order. Now I can't get passed the privacy policy. It freezes up and I have to shut it down. I missed the flash 40% off sale.
2021,1,It is the worst shopping app I've ever been on I never saw one Levi product I went on you five different times and still have not been able to shop you make it good woman likes to shot just crazy uninstalling this app
2021,5,I love Levi's and so far I'm really liking this app!
2021,5,Exceptional!
2021,5,Graet I fond the levis.
2021,5,Great jeans
2021,5,Wotks great hasnt crash and is easy to use.
2021,1,Never actually loads... the only screen I get is the 'tailoring your experience' page... LOVE levis jeans tho its so frustrating
2021,5,Work wonderful 👏
2021,5,I like the app. I just wish whatever size i have saved for clothes was only shown and I didn't have select it every time I purchased. I also wish Levi's would start a loyalty program and give out more discounts for those who purchase from them religiously such as myself.
2021,5,Levi's is one of my favs
2021,1,You can only use if you make an account. That's bull. Super inconvenient
2021,5,Easy to navigate and work through
2021,1,"When a company hides certain sales, promos, and even products behind an app only policy in order to attempt to force me to give up the data privacies my browser affords me so they can invade my privacy then I find a new company. Quality of your jeans has gone downhill anyway."
2021,5,Great
2021,1,It sucks
2021,1,this app doesn't work. evey time I try to log in it can't access the server.
2021,5,Great
2021,5,"Organized, quick, and easy to use"
2021,5,Just happy to finally find jeans for that special man in my life
2021,4,"Used it once, so far it's great (android). User friendly layout, pictures that you can zoom in to view, clear descriptions and available sizes. I just wish it included complete material composition (i.e: 10% spandex 90% cotton, nickel buttons/zippers, that kind of info.). Also wish it had a like/favorite option to bookmark a list of products to view later."
2021,5,"Great so far , I would like to see more options for MEN"
2021,5,Love my Levi's!
2021,1,Worst designed app I've seen. The back button an android doesn't even work you have to use the upper left hand button on app like if it was an apple app.
2021,5,Interested
2021,4,I would like to know what size I wear in Levi's Jeans if I wear a size 24 in women size.
2021,5,Fast easy to use
2021,3,Haven't tried it yet
2021,5,"Just what I wanted easy to order Levi's 501 button up fly jeans, I won't wear anything else"
2021,5,Excellent
2021,1,Would not let me out year if my birth
2021,5,love the new environmentally friendly promo
2021,5,Great clothing seriously
2021,4,"Just used it but had trouble with the promo code being used with PayPal, and PayPal might have had the problem 🤔 <But overall it was applied and excited to get my items."
2021,1,It is really expensivee?!
2021,5,Amazing. 👌
2021,5,Excellent
2021,5,Great
2021,5,Good priz
2021,3,Not sure about the app. But not a dress up type person.
2021,4,Great
2021,5,"Thumbs up, Kudos, fantastic graphics, easy to use, useful and chic."
2021,1,"I redownloaded the app and tried to log in, and it was unsuccessful, keeps saying CANNOT CONNECT TO SERVER, seriously, I tried it so many times and it didn't work at all, this app is WHACK, you need to fix this and try to get the server for the LEVIS app working again, others may say it works for them but not for me. FIX THIS APP PLEASE!!!!"
2021,4,"So far the app is running smoothly (I have android if that matters), but I would like for there to be a ""like/favorite"" option so you don't have to look up an item you liked or having to pretty much ""save"" it by putting it into your bag."
2021,1,Kindly also mention the name of contry this app is for like Levi's US Levi's CA you are misguiding people
2021,5,"Love to shop here, always easy to use."
2021,5,Great place to shop
2021,1,Horrible
2021,5,I love button fly 501 but im happy that they have onlie shopping
2021,5,",q ,d_<<<<<<&нЦ__________________^,5_-÷, ,,u631,65r,,"
2021,5,The best jeans out there for over 100 years.
2021,5,App keeps freezing
2021,5,❤❤❤❤❤
2021,5,Easy
2021,5,Got order placed and still had time to burn a fatty!!!
2021,5,So far very handy
2021,1,"Can't create an account, no matter what password I create it's not good enough. Had to delete app."
2021,4,App is decent but why can't we read the reviews?
2021,2,Just ok. The app doesn't let you create a new account. I had to enter in my info over and over and it just told me that there was an error. I got an email saying the account creation worked but it won't let you log in lol. I'd just buy off the website the app is whack.
2021,4,I can get exactly the type of jeans I have always worm.
2021,5,Levi's available at a price we can afford!
2021,5,I use the app for the codes. They are helpful when on a budget
2021,5,Hip hip hoo rayyyyy......
2021,5,Ok
2021,4,The app doesnt usually work properly. It displays items in sizes and then when you go to check out it says they are out of stock.
2021,5,Over the top
2021,5,I Love It!
2021,5,For me it's a great way to shop. Really enjoy the clothing.
2021,1,"The android back button does not work, very frustrating. Still better than the website somehow"
2021,5,I just Levi's my personal favorite 510 511 no matter what trends come and go Levi's still gone be there
2021,5,It was great
2021,5,Great app. Classic product.
2021,5,Excellent app easy to browse through
2021,5,Awesome
2021,5,Just love Levi's
2021,1,Too expensive
2021,1,Just downloaded the app and it's not letting me sign up
2021,5,Love Levi's.
2021,5,I love Levi's jean they good strong jeans
2021,5,Super convenient and easy to navigate!
2021,4,Great
2021,5,I love it
2021,5,Everything went very smoothly!!
2021,5,Easy-to-use
2021,2,Choppy loading and would loose from my cart while reloading
2021,5,Makes everything super fast and easy...
2021,1,Slow interface and hard to check preferences. I immediately uninstalled.
2021,5,I look forward to using this app to get some of the best deals available from Levi's store
2021,1,"I downloaded the app to easily buy clothing, not to get push notifications about Marijuana advocates."
2021,5,Love your clothing
2021,2,I haven't been able to access the app since the update. It just stays loading on the log in page.
2021,4,I'll wait to see once delivered...
2021,5,Fast so far
2021,5,Ive loved my Levis for 40 years !! Still cant find anything to beat em!!
2021,4,Great app. Easy to use! Customize.
2021,5,Fun and easy
2021,5,Levi's is Dope!
2021,5,Great
2021,5,"Fast searching, and easy shopping. Fair prices. Thanks for the 20% off start, I really appreciate that. Haven't been able to buy myself some clothes since 2016 now I'mma be fresh as hell"
2021,5,Great prices and a breeze to use.
2021,5,The website is not optimized for mobile. Even on a current device and wifi I was getting incredible lag and load times that I could actually feel myself aging through. The app solves most if not all of that.
2021,5,Easiest way to get jeans that fit you perfectly.
2021,5,Easy and simple to use!
2021,1,The app in this latest update is stuck on the loading screen. Has not been fixed.
2021,5,Easy
2021,4,"Use of the app is two thumbs up, but of their ability to fill orders after they've received payment...not so much. Probably an isolated incident, though."
2021,1,Deleting this App!
2021,5,I just downloaded the app so Im not completely familiar with it yet. But frim i have seen so far i like itm
2021,5,Wonderful selections
2021,1,"The Contact Us page has 3 options - Chat, Call, and Email. after 7pm the first two options are unavailable so I tried to send an email... didn't expect the literal submit button to be missing. +I wanted to contact them bc I tried to redeem the first order offer promo and it told me the code expired. This was a new account (also my first account, I had never bought from Levi's before). Expired?? +and the whole reason I downloaded this app in the first place? the website wouldn't let me login"
2021,4,Great
2021,5,Cool
2021,5,Great!
2021,5,Gotta love Levi's!
2021,5,Easy to shop
2021,4,Great and easy-to-use
2021,5,Easy
2021,5,Supercool
2021,1,Irritating
2021,5,"Easy, fun and up to date products! Love it!"
2021,5,You get to buy Levi's that are not available in stores.
2021,5,Yay
2021,5,Good
2021,1,"This is so not okay. I need a specific size, not available ANYWHERE, please help me. Back to work and need black men's 29-36. Can not get to you technical difficulty. That's why one ⭐"
2021,5,Awesome.
2021,4,Love the brand
2021,5,Great
2021,5,Helps alot
2021,5,Excellent
2021,5,💙☺️😊☺️👍
2021,3,Could be better if u stocked my size long enough for me to buy a couple pairs of jeans....GEEEEZZZ!!!
2021,5,I love you Levi's 😀🗑️🥰😍💝🎪🔴🏤💌🥰🥰🥰🥰🥰😍😍😍😍😀😀🙃📺
2021,5,This App makes shopping for jeans do much better!!!
2021,5,Very good. Easy to use.
2021,5,Very easy to use
2021,5,So Far excellent. Can rate better once i recieve jeans. TYVM
2021,5,Awesome deals
2021,5,This app makes shopping so easy!
2021,5,Its a great app
2021,5,I love the tailored fit part.
2021,1,"The Levi's app is really glitchy, to be fair the website has almost all the same glitches and errors as the app. I've had issues with exchanges, loading product photos, and at checkout. Trying to follow links in the app like the size guide just redirect you to the homepage. Tried to place an order, the payment went through on paypal but levi's never actually sent me an order confirmation and my purchase doesn't show up in my purchase history so idk if I'll actually be getting my order or not."
2021,3,I can not comment
2021,5,Love my Levis and this app makes my shopping very quick and easy.
2021,4,I love levis😁😁😁😁😁
2021,5,Been wearing Levi's since 1978 good quality clothing Levi's is my preferred brand
2021,5,Nice app. More user-friendly than website on the phone.
2021,5,Excellent
2021,1,Until the app experiences no crashing or constant tailoring I will give it the proper rating.
2021,2,"App is essentially an in-app mobile web browser. Using the app, you'll never be able use their online size guide. It just redirects the user to their front page/international directory. I ended up with an XS shirt that fit like a Large because of it. Also, the system back-button doesn't work at all. You're better off on their desktop."
2021,5,Good. . .
2021,1,Slow
2021,3,It goes slow doesn't tell you if items are out of stock.
2021,5,Levi at ones finger tip
2021,2,"Quirky,cumbersome."
2021,5,"I order pants 👖, I'm happy with my order"
2021,4,Nice experience
2021,5,Love their stuff and the app exclusives are awesome
2021,5,I love levi's!!!🙂
2021,5,works suprisingly well!
2021,1,Mandatory Levi's account. I am not trying to sign up if I just want to browse.
2021,5,"Love the app, easy to use!"
2021,4,"Strange I have to use the app to buy, but at least they make it easy"
2021,1,"Can't use afterpay on the app, also missing customized items the site had"
2021,5,THANK YOU ALWAYS
2021,5,Great app... Hands down
2021,4,Serviceable
2021,2,So laggy . Not even wifi problem or data .you try move around it slow. I just used it for pokemon collab . Il used the website
2021,3,App is cumbersome and slow to maneuver around in.
2021,5,Levi's fits me better than some other jeans
2021,3,Items wanted two items were not in stock.
2021,1,Wack that I can't just use your website to buy stuff
2021,5,Levi 541's are the best!
2021,4,Levi's are the only jeans I buy. I love Levi's! The only reason I didn't give this app 5 stars is due to the app being slow and it won't show a size chart for USA on my app at least.
2021,5,So far so good I guess. I just installed it. So really haven't had time to utilize it.
2021,3,It takes so long to load!
2021,3,"Levi's was the only order that actually delivered on time. So thank you for that. But tired of your annoying notifications to buy something else. So Uninstalled. OLD: Why is my size crossed out (550s 36x38 in blue) other colors available, but not blue. Also hard to tell the difference in the black colors in the app."
2021,1,Can't connect to the server no matter how many times I uninstall and reinstall. Also can't buy certain items unless you're on the app. Kind of a lose / lose situation.
2021,1,I would give it less than a 1 if i could
2021,5,Loved the new member discount!
2021,5,Very easy to use. I like that you can filter by style number.
2021,5,Killer
2021,5,Great app for shopping Levis fast and easy
2021,5,Great
2021,5,I love the look and the ease of it.
2021,5,Never lets you down! Since day 1 # 1
2021,4,Good
2021,5,GREAT!!!
2021,5,Very nice
2021,2,The app is highly unreliable. It crashes A LOT and constantly gets stuck on the loading screen.
2021,5,I like it
2021,5,Delicious deals
2021,4,"Good app. Great product. Glitchy at times though. Overall, a positive experience."
2021,5,When you get to know that app it gets easy and fast delivery very accurate I'm very happy Price is right.
2021,5,Love the styles and the discounts
2021,5,Little slow but being a quality product center I assume it's because of having a large number of customers.
2021,5,Easy shopping good deals
2021,5,No problem ordering what I order thanks
2021,5,Great!
2021,5,Easy to use
2021,4,I ordered jeans! Twice!
2021,5,All in one spot for jeans
2021,5,This is first order
2021,1,Keeps saying can't connect to server.
2021,5,I removed the old app and reapplied it. Works great now.
2021,1,It's a terrible app because during the payment process it's doesn't work
2021,4,User friendly
2021,5,It's well organized and works consistently. Definitely enjoy using it.
2021,3,Never have my size u ducked size
2021,5,Fast and easy
2021,5,User friendly. Shopping made easy. Enjoy 😉
2021,3,Glitches often
2021,5,Perks are great
2021,1,charges without using the APP -- LOOKS LIKE APP PLAY STORE IS AN UNDOC LESBIAN THAT STALKERS USE .
2021,1,This app sucks I can't even download it it's been pending for the last 6 hours. CRYING SHAME 😢
2021,5,Caught that 50% off sale.. Got a lot clothing for my son at the best price..
2021,4,Great deals with free shipping
2021,5,Easy to navigate through
2020,4,Love the ease!
2020,5,Easy to search for preferred products
2020,1,"Kind of useless. Only a small percentage of items available in app. Can't search product line; entire ranges missing. But if you like skinny jeans, the app probably deserves 3 stars."
2020,5,Custom fits and styles
2020,5,I love it
2020,5,Wonderful love it
2020,5,I am: The Levi ; Man!
2020,5,love it
2020,5,Easy to use - Great Deals (when there is a Deal. Wish there were more discounts)
2020,5,My names levi's so I had to like this
2020,5,It was easy to order just hopefully it comes in by Christmas
2020,2,Some items I wanted wouldn't ship to my address
2020,3,isn't 9d3
2020,4,great! it could run a little faster!
2020,5,Quick and easy.
2020,4,"A little slow,,but overall easy enough to use"
2020,3,"A little glitchy, but useful and delightfully simplified compared to the browsing site."
2020,4,The selection could be better but I've had a good experience with my orders.
2020,5,The mobile app is easy-to-use and navigate.
2020,5,"Easier to shop, check out and view order history than on the website."
2020,5,Good so far I will be visiting Levi today Tanger Outlet let's see how it goes
2020,5,I love it
2020,4,Overall easy to use. However when I put items in my bag and check it itll then tell me that the item is out of stock.
2020,2,To much hassle
2020,5,It is absolutely great I love it
2020,5,They carry my size.
2020,1,Wont conect to the server.
2020,5,Nice sale prices
2020,5,Thanks for all the great deals
2020,5,So so
2020,3,App is a bit slow and search dowa nir return accurate results. I was clearly looking at an item on the levis website that i couldn't locate on the app.
2020,5,Nice
2020,4,"I wish the App would tell me how many is left in stock intead of jumping from available to out of stock when I'm about to pay. I shop alot online and if I got an alert or some kind of notice on the availability, I would've jumped on the sale right away."
2020,5,"I love LEVI'S....my all-time favorite jeans, that's the ONLY jeans my Grandfather ever wore....an i like him LOVE OUR LEVI'S..."
2020,5,Good app
2020,5,Easy to browse and to make an order.
2020,5,Awesome!!
2020,5,Great Yes
2020,5,"Convenient, simple and easy platform, and no lagging."
2020,5,Very convenient and easy to use!
2020,5,I've been obsessed with Levi's for a LONG time!
2020,5,❤❤❤
2020,3,Card find debit or credit card payment
2020,5,Very great deal!
2020,5,I love Kevin clotheings
2020,4,Great and easy to use
2020,5,Easy shopping and shipping
2020,5,I love Levi's
2020,5,Got to love them levis......
2020,5,Purrrfect
2020,5,Beautiful
2020,5,Love Levi's love the app
2020,3,Ehh
2020,5,Easy to find
2020,5,Good
2020,5,Love it
2020,5,EXCELLENT APP
2020,5,💚
2020,5,Levi's laßt a long time & are so comfortable.
2020,4,As good as any I have used.
2020,5,"The app made it really easy to search for and buy my favorite jeans. I'm not sure what issues other users seem to be having, but the app worked perfectly for me!"
2020,5,Haven't
2020,2,Yeah why do we have to go way out of our way to get a good pair of Levi's rustic Levi's likely Ward back in the day 80s and 90s
2020,5,Good
2020,5,Ok
2020,5,I love you Lala's wine pair please help me6
2020,5,Awesome 👍
2020,5,Great!!!
2020,4,Good
2020,5,"So far so good. It took a minute to get used to the layout, but it's working pretty good now."
2020,5,Great
2020,5,Easy. Fast. Satisfied
2020,5,Best Jeans ever
2020,5,I LOVE my LEVI'S!!!!!!!
2020,5,Your app is great but!!!! I ordered. 2 pr. Of Levi's from Amazon they took the money out of my account and I never got my jeans
2020,5,Badly
2020,1,Why won't it let me order??????
2020,5,Super
2020,5,Very well done
2020,5,Always have a way of making everyone look good in their Levi's. Love the on going traditions of crafting their art of classical & classic comfortable clothing.
2020,1,"THIS APP SUX!!! I've tried to make purchases both on my cell phone & my tablet. BOTH platforms will NOT let me pay for my order!! It will let me select items to purchase, but each time I try to purchase items it says the address is wrong! HOW can MY address be WRONG??? IT IS MY ADDRESS PEOPLE!!! This is SO frustrating!!! You better fix it soon or I'll delete this frustrating app and won't by and Levi's products!!!"
2020,3,"When U Can't Pay with App, the item may be out of stock in the Warehouse 😥😠 501 Jeans Button Fly. No snag pain free manhood"
2020,5,"It's great! I grew up with Levi's from: the; Mid 60's until now. 55Yrs. Ago: My' It's 4Generations"" of Our"" Families. Thanks You! Levi's sw"
2020,1,Keeps telling me cannot connect to server tried everthing still dont work.
2020,5,I like to wear them cuz they feel awesome
2020,1,The server is down or something. The app hasn't worked for the 3 days so far that I've had it installed. Not sure what the problem is or why its taking so long to fix? Once this is resolved I'll update my review.
2020,5,Earn more to learn more
2020,1,Installed the app tried to join but it wouldnt except my password.i put in 8 charaters like it said but it keeped telling me to put in 8.I deleted the app.
2020,5,"I only wear Levi jeans, always have, and I'm 66. They are the highest quality jeans you can buy. Now that I have the app, I don't have to fight my way to buying them. Thank you."
2020,1,Can't evening get into my account to shop
2020,5,Love Levis...
2020,1,This has not been connecting to the server for almost 2 weeks. I've uninstalled and reinstalled twice. Losing plenty of money Levi.
2020,5,I've love this app now I've got it 👍.
2020,5,Levi's quality -- even with with their app -- never goes out of style. Still the stellar best!
2020,1,Hard
2020,1,"Issue with the shipping address or can't ship to that address please remove item??? What do you mean you can't ship 1 pair of jeans to Las Vegas? Also, I get cannot connect to server error... In the meantime I miss out on deals or items I want goes out of stock... I've tried uninstalling and reinstalling, refreshing the cart deleting and reenter shipping and payment info but nothing works. This app doesn't let me buy anything... Very disappointed and awful shopping experience"
2020,5,Love
2020,5,Great app
2020,5,👍👍
2020,5,Good deals
2020,3,Takes too long.
2020,5,I likes looking at the Levi site and seeing all the new additions.
2020,2,Can't get it to down load the app
2020,3,"Levi's, what happened to Latino/Latina models in your catalog? I couldn't find any?"
2020,3,"It has every pair of Levis made but get ready to pay a premium for all of it. I never knew there were even Levis that cost $300! I've worn them my whole life and one time I paid $45 I think but im thin and 6'8"" tall and its a rarity for me to even find them in my size 34 X 38. When you go to big and tall they mean BIG & TALL. Waist sizes seem to start at 40"" and go up if they have an inseam of 36"" or 38"". IDK why this is cause now days i see a lot of very tall very thin dudes everywhere???"
2020,1,Cannot connect to the server!
2020,4,Good
2020,5,Way better than website
2020,1,250$ for jeans that are 30$ at Walmart no thanks! Had this app for less than one min
2020,5,Super easy to use.. couldn't figure out the website at all. This is simple.
2020,5,Great
2020,5,Great experience easy too use.
2020,1,"Cannot access to the server error......ive uninstalled, restarted, restarted, reinstalled, logged in on the website ( just to check credentials )..... the same error every time with same error code on the app......i missed out on a deal and this needs to be addressed as it is a wide spread issue no one has fixed..."
2020,5,OMG. 100 times easier than website and mobile web!
2020,4,Love it but they never have my size.
2020,5,Found what i was looking for
2020,5,Easy to use and nice layout
2020,5,Awesome
2020,5,GOOD
2020,5,Definitely loving this
2020,5,Pog
2020,5,Way faster than in the internet
2020,5,So far so good
2020,5,Good
2020,5,Absolutely love this app
2020,4,App has an issue with applying a promo code. Once you enter you promo code you can't remove it to see if another promo code my work better for the customers interest. Had to remove everything from my cart and re enter it.
2020,5,Great discounts
2020,5,Great
2020,5,Sooooo easy to navigate!!!! Love it!
2020,5,Awesome
2020,4,Quick
2020,4,FALLDOWN Discount did not work.
2020,5,Awesome 😀
2020,5,I love Levi's.💘
2020,5,Very good prices for Levi's they are expensive jeans but this app is way cheaper.
2020,5,Fun & easy
2020,5,I bought jeans on PayPal
2020,5,Pants cover your butt.
2020,5,Very easy to use and keeps me updated with the shipment!
2020,5,Nice
2020,4,"Simple and easy, really like the overall vibe, would definitely use again"
2020,5,It's a great app ever. Thank you.
2020,4,Streamline service with the filters to find what you looking for in a zip
2020,1,Nothing works. All I want to do is buy a pair of shorts.Stores don't sell shorts in the middle of Summer for some reason. Levi app and website dont work.
2020,5,Great ..very organized
2020,5,Fast and easy
2020,5,Dope.
2020,5,"First time user, excellent experience!"
2020,1,Can't login into the app
2020,5,Awesome
2020,5,Great experience!!
2020,5,Awesome app! Makes it easier to buy my favorite jeans!
2020,5,"Love the interface- easy to use, great collection"
2020,5,Awesome!
2020,5,Love this app & Levi's
2020,5,Good
2020,5,Easy to use and convenient 👌
2020,4,"I'd like to be able to see the items I ordered in here, otherwise much more convenient to load on mobile than website! I do like the UX"
2020,5,Great
2020,5,Easy and fast.
2020,5,Works well. No complaints
2020,5,Excellent
2020,5,Easy and quick.
2020,1,"My very first order and they cancel it after i pay. My money is now in limbo for 7-10 buisness days until refund goes through. I did nothing wrong but order from Levi's. They also used up my 20% off and free shipping on first order. Stay away, run as far as you can from this app!!!!"
2020,1,Cannot get into the app
2020,5,Love Levi's a classic my whole family wears so we order and shop in store ALL the time. I can quickly access my Levi's acct and Red Tag and easily make purchases. I receive my items faster than expected.
2020,5,BEST OF VEGAS
2020,5,Great App
2020,5,Pretty good
2020,4,"Added a pair of 513s to my cart, I was very excited to buy them, and when I checked out, the app told me the denim I chose we're not available. Can you guys make it so you cannot add something, if it is not in stock. I was really bummed out I couldn't purchase the jeans!"
2020,5,Looking forward to doing business with yall
2020,5,Love levis
2020,5,Easy to use and follow.
2020,5,Cheaper than stores
2020,1,No way to login to this app..
2020,5,Good
2020,5,Optimal
2020,1,"I want to look at products. I dont wanna join a ""club"". I download the app, and there is no option to skip becoming a member of the club. Annoying."
2020,4,Pretty easy to use ngl
2020,3,Don't get to see all sizes available and really slow.
2020,4,"I Usually Order Online, But Gave The App A Try."
2020,1,Don't know how the app work. I deleted it. I shouldn't have to log in/creat account just to look at the app. I have never had a clothing app actually any app for anything make me log in just to look around. Sorry can't have all my information just to browse.
2020,5,Cool
2020,5,Dope
2020,5,Awesome it's about time
2020,5,Very easy to use.
2020,5,"Great sale, HAD THE RIGHT SIZE, received quickly."
2020,5,Functional
2020,5,Great selection and easy to use!
2020,5,Just bought some shirts for my kids it was so easy and quick I would recommend to anyone
2020,5,Great App I really appreciate it and enjoy using it
2020,5,Love it
2020,4,So far it's a good app
2020,5,Always been my favorite brand of jeans
2020,5,I live in Levi's and LOVE the app
2020,4,I love my levis with no strech
2020,5,Great app
2020,5,Great
2020,5,Prefect. Levi's are the only jeans I buy.
2020,5,👍
2020,5,Good app
2020,5,Great
2020,5,Easy to use and great selection. Levi's are actually hard to find at stores in my area so I love the ease of shopping the app!
2020,3,"Lots of styles, but hard to find what I want. No way to compare styles, search on the number doesn't work, no links from previous order, no way to bookmark a style, very similar names makes it confusing. Different fabric contents used in different colors of the same style. Very slow to load sometimes and it isn't my phone or network."
2020,5,Great!
2020,2,Need better options for searching. Needs better online deals.
2020,5,Nice
2020,5,Cool
2020,5,Great app. My favorite place to shop .
2020,5,Love it.....
2020,5,Better View and screen easier to scroll through.
2020,4,All I shop from for 👖
2020,5,The best
2020,5,Easy to use
2020,5,Husband loves it!!
2020,5,User friendly app..
2020,5,501's baby
2020,2,Difficult to navigate through the app
2020,1,Terrible app! Lags behind like apps of 10 years ago
2020,5,Good quality.
2020,1,Terrible app. Levi's needs to update this and their website. The way they release clothes is unapologetically stupid as well.
2020,1,Can't set up account.
2020,5,Excellent
2020,3,My biggest issue is you can not track your orders through the app. It only shows you what was ordered. You have to go through the site to do that. Other than that I love the site been Levi's loyalist for 35 years. No other jeans compare. You get that tracking situation fixed and you will get 5 stars
2020,5,Great
2020,4,Husband likes 501 shrink to fit original.
2020,1,Terrible app it's like a fight to add anything to your cart or change something in your cart...terrible customer service. Paid for shipping and 13 days later no deliveries no answer from customer service 😒
2020,1,"Worst app ever for a company like Levi's to have such wasteful app, doesn't make sense. Waste of storage space"
2020,1,"Crappy app, only shows womans underwear and that's it."
2020,2,"I made a purchase for some jeans, I have a tracking number but there's no way for me to track my product. Nor do I know who it is being shipped through so I cant look it up that way. There is no customer service and it is a bad set up to navigate through the app."
2020,5,Awesome.
2020,1,Ok
2020,1,Never has my size and I'm a really hard person to fit
2020,1,Your app is buggy as hell. It takes forever for a page to load. When I add an item to the shopping bag I can't access it to checkout because the shopping bag icon disappears lol. I can't believe a company like Levi's has such a crappy app. Runs like trash on my Galaxy Note 10
2020,1,"Unable to add an item to my cart or buy anything. Tried reaching out to Levi's on Instagram, but got no response. It does say they looked at my message though, but I guess they don't think a response is important. Fix your app, Levi's and message people when they message you."
2020,5,Great Look and Feel. User Interface is friendly. Helps navigate through products very efficiently. Love it!
2020,5,Awesome App!!!
