Year,Review,Rating(out of 5)
2022,"I have always shopped using the app. Now it makes me sign in over and over, I can't add to or view my cart. So far I haven't been able to shop the jeans sale, swim sale, or active wear sale, and that's just counting this week. I've tried clearing the catche and uninstalling and reinstalling the app. To no avail. Also if you have supercash and it goes unused you can turn it into points right. Seems good but $100 in old navy supercash is 100 points which only equals $1.00. Boo ??????",1
2023,Old Navy has great prices!,5
2021,"DONT INSTALL!!! Sends push notifications non stop until you turn off, constantly have to keep logging in, error message over and over when trying to browse. App does not make things easy. It's basically a way for Old Navy to push ads to your phone.",1
2021,"I don't understand the dislike for the new app. It's 100x more responsive than the old one. Search results are almost instantaneous. Maybe some features that I don't use have been removed or regressed, but I haven't seen any loss of function for me. Provide feedback and I'm sure updates will come. I'm happy with it.",5
2022,"I love Old Navy clothing! I am always able to find really great tops, dresses, jeans and more in my size! The sizes are true to fit a sz 12 is a sz 12 and not a sz 8! The no hassle in store return policy makes shopping online (for those of us who like to browse without time limits) my preferred method of shopping. I really appreciate the the inclusion of all sizes at the same price by Old Navy.",5
2022,"the new app isn't as user-friendly as the previous one. it also crashes a lot Edit: they did another app update. Now it's unusable. All you get is a spinning icon as it tries and tries and tries to load. Alas, nothing ever loads and the app is unusable.",1
2022,"I love old navy, their styles have come so far in recent years! I also love their new app. It is connected with their credit card so you can see your balance right from the app instead of having to log in to the actual credit card app. Very user friendly.",5
2022,"Horrible app. Any positive reviews must be fake or about the clothes in general, not the app. It is extremely glitchy. I have never come across a clothing app with so many glitches. Loading errors, checkout errors, signs me almost every time. Searching for items always reloads me back to the beginning. This app has all the problems. Avoid using if possible.",1
2022,"Everytime I log in, I tap on my card to make a payment, and it says there an error. EVERYTIME. Update 10/14/22. Making a payment is now completely useless with this app. It's saying that I have a balance due for 9/2, but when I go to the actual website on a browser, it says I have a balance of 0.",1
2021,"Love the Old Navy app but it keeps giving me login trouble. Everytime I try to login it says my username and or password do not work. I have reset password multiple times, I have uninstalled and reinstalled the application, I have reached out to old navy about the issue and they reset the password and I make a new one. Still does not work with the app. I dont know where it is malfunctioning but i wish it would work. I love the app, when it wants to work which was very brief for me.",3
2022,"What did you do to the app? It no longer works, it keeps asking me to log in, right after I log in, and won't add anything to the cart, just keeps saying uh-oh/refresh. I switch to BR and it won't let me browse, keeps saying the same thing, uh-oh/refresh. I even uninstalled&restart to see if it would fix, but it wasn't that. Fix it.",1
2021,"Decent clothes and deals. Not fond of the elastic in the tops of the more reasonably priced leggings (very thin and uncomfortable for what you usually want to wear leggings for) or the general, common length of the shirts for plus size. I'm not huge, but I prefer my mid section stay covered.",4
2022,"The app was just updated in my device and I am trying to place an order but unfortunately it has the sign in bar over the box where I am supposed to enter my password. So, I am not even able to sign in. Thanks for nothing. Here it is June 5, 2022 and the app is still not allowing me to sign in. I can only enter my email, the box to enter password has the sign in bar over it. OLD NAVY you all need to do better.",1
2021,"I HATE THE NEW APP?????????? I tried to uninstall it and go back to an older version but I knew it wouldn't work. Silly me I was thinking there was a glitch and the reinstall would fix it. NOT?? Then I scroll through the reviews and I'm not alone. I'm retired and home EVERYDAY, I really don't NEED that many clothes....but ON has an excellent selection of comfortable leggings and lounge ware. Retail therapy at ON during COVID helped me, until the new app. Just fix it please.",1
2021,Home page works fine but I haven't been able to go to any sections or see any actual products in at least a couple of weeks. Everything just pops up with a something went wrong page. There have been a couple of updates since but they haven't helped.,1
2022,"I constantly get ""something went wrong"" pages and when you refresh it reloads the error page and you get stuck in a loop. Nothing will add to my cart because of this error. I've been wanting to shop for a a few days and just gave up because of this app.",1
2021,"The ""new"" app is horrible. I haven't purchased in a while because it's too complicated to use and rarely works as I'm always directed to refresh and refreshing doesn't fix problem. Combining the women's sizes into one shopping department has made it harder to shop my size. Not a fan.",1
2021,I haven't been able to successfully use the app once. Its unavailable or crashed on me. Also on the old app I had the ability to manage my credit card account and that doesn't seem like it's even an option now. Definite downgrade.,1
2022,"I would like it more if it didn't glitch where you have to sign in every time you open the app. Also, you can't use physical super cash that you got from the store for online orders. I tried everything with multiple different ones and they never work so I either have to go to the store or let them expire.",3
2022,This app is very slow and glitchy. It asks me to sign in everytime which is annoying. I wish it would remember me. And sometimes I have to sign in like 3 times for it to work! I've had this app for years and it hasn't improved very much. Whoever has been working on this app??-old Navy needs to hire someone else.,1
2021,"I don't understand how the user experience can be so horrible. There is no way to filter the results properly (only by the category? I can't even filter what kind of jeans I want to look at, I have to scroll through all of them), I can't access my orders even though I'm logged into my account, I keep getting an error message. This app is basically useless, I end up having to use my computer to browse and check out.",1
2022,"I have had terrible experience with this app for some time. It's very slow, and I get errors repeatedly. I find it very frustrating and use the site instead IF I care to deal with it at all. The native app SHOULD be the fastest thing.",1
2021,App and website hasn't let me complete an order without calling customer service for over a month. As soon as I press the select payment method button an error pops up telling me to call customer service to complete the order. Several times I have missed out on the item I wished to buy because it is gone by the time I get customer service to enter the product code. I've also been hung up on several times. Fire everyone. Would give it zero stars if possible.,1
2021,Fake reviews have rated this high.. I know because nobody has been able to use this app without an error message preceding it's crash. All Gap.inc apps won't open after working fine for years. Used this or Gap app to shop and pay my bill. Both apps since the update WILL NOT OPEN. I've uninstalled and reinstalled both apps. Not opening ever. No way could this have received 4.7 stars.,1
2023,"This app is even worse than my original review. It never loads the categories for shopping. Not even worth using it because it never works. Orders and shipping address will never load. After going back to the main selections after looking at an item in detail view the page takes you all the way back to the beginning of category. It doesn't take you back where you left off. Such a waste of time. Rewards are easier to see on new app, but I would take the old app back any day.",1
2021,When I try to access my account on this app it crashes. The same username and password can successfully access the web version. Not sure how to fix this issue. I've tried installing the app on my tablet and same problem occurs.,1
2021,"The new app is really horrible. It's so difficult to find things. When you filter several things dissapear, it's not intuitive at all. I think is down now and I can't even see the options, my account or one of my orders, it keeps saying ""refresh"".",1
2022,"Always takes forever to load, if it even does at all. I check to see if the app needs an update, but it never does. Also, it constantly shows that I have no items saved as favorites when I had favorited a bunch of items, it just deletes them all.",1
2022,"Log-on process too complicated. Your only option is to remember your password. It logs out constantly. It doesn't store your user name. Even if you set for biometrics, it doesn't allow it logging in - I don't understand the point of that. It doesn't allow Google to fill in a saved password. There is no way to log on unless you remember your password. Then you go to the website to reset with a code to your email. So just use the website. Google will store your password. The app is just a hassle.",1
2022,"Too many technical issues. Never saves my passwords. And, I haven't been able to order anything through the app for weeks now. I always get an error message and end up having to go through the website/browser. I'm not even bothering to place the order this time.",1
2021,"App works ok... but what's really frustrating is is selecting a department to shop, finding a cute shirt on a list of 1,300 other items, selecting that cute shirt and then select to go back to the 1300 other items and being returned to the very top of the page... every time you even look at an item! I have to scroll down, every single time, to view where I left off. I feel like I'm wasting my time scrolling. Why not send me back to the last item that I viewed on the list?",2
2021,"Love it too much! I've been going outside of my budget, especially this holiday season, ordering from this app. ?? Shipping times have gotten incredibly FAST lately, which is just the opposite of what you would expect during the holiday season. Good job!",5
2022,I can barely sign in most of the time. The filters never work and when I switch categories it just doesn't load. There are numerous other glitches but this app just doesn't work properly. I will say this a few months ago it was not this bad so I'm not sure what's happen since then.,1
2021,"I am not happy with this update. When I try to launch the app it takes me back to the play store and tells me to update - which I already have. Also, when I choose an item to view and then close it out it takes me all the way back to the top and then you have to scroll back down to find where you were. Its very irritating.",1
2021,"The new update provides a nicer user interface, the loss of 1 star due to the entire credit card system not connecting for almost two weeks after the update. Once I see more consistency from that, I'll definitely change it to 5 stars.",4
2022,"The app requires me to manually enter my password. Each time I have to reset it. Kind of frustrating! Other than that, I like that I can scan a barcode for ordering additional items, in a different color, that aren't available in the store.",4
2022,"App is a bit slow. The deals are great but sometimes it gets annoying how slow the pages load which makes me less likely to complete a purchase. Sometimes a page will not load at all. Other than that, good app.",4
2021,"Uh oh! Nothing is loading at all. I updated and now nothing shows up when I click on a category. It just says ""Something Went Wrong"" and gives this ""Uh Oh!"" message. Tried closing the app all the way down and refreshing, deleting app cache. Nothing is working since I updated.",1
2023,"The latest update is horrible. The main page just spins and spins while never loading. When I open the app it asks if I want to update, even though I have, and if I sign in it glitches and acts like I didn't just sign in. Please, please fix this. I'll change this review once the app is fixed.",1
2023,"Always get a Something is Wrong error. Also, i click on an item then back out, the app takes me to the top of the category again. I don't have time to browse repeatedly... haven't placed an order in over a month due to the technical errors",3
2023,"This app and even the website are horrible! The app freezes all the time. Can't shop at all. The website doesn't even let you log in because when you try entering your email address, it automatically tells you ""error."" I don't know who's responsible for the tech side but they need to be fired. Get it together.",1
2022,This app would be great if pages would actually load and you could finish checking out. Lately I have to finish my order on the website. The main page won't load either. It's also very slow. I love the store for buying affordable denim but the app needs fixing.,2
2021,The app is horrible. It won't link my account so I don't have to sign in on another site to pay my card. And when I do login to pay my card it keeps telling me there's an error. It keeps asking me to register my account every time I try to sign in. It's easier to navigate the website than the app.,1
2021,The free shipping with $50 purchase is a bit tricky if you're not paying attention. You have to go to another page to change it to free shipping. It doesn't automatically do it with $50 in purchases like competitors apps. A little misleading.,3
2022,"8/1/22 still can't check out... for several weeks now I've had items in my cart, trying to check out, but everytime it takes me to an error screen that says ""something went wrong"" the only option is to hit refresh but when I do it takes me back to my cart and the saga starts all over again.",1
2021,"Janky app. Orders placed weren't even shipped by delivery date. They use some random shipping company (Lasership? Seriously?) that drops the ball on shipping. 3 of 4 of the items I ordered were never shipped! They then canceled my order when I was just trying to find out where it was. They then offered me 15% off my next order, as if I want to go through this hassle again. Go to the store, but avoid buying from Old Navy online. I won't again. Disappointed by Old Navy for the last time.",1
2022,"Looks nice & is well organized. Very good app when it works. Unfortunately, it is super glitchy. It rarely loads, asks me to sign in multiple times & often kicks me out. It usually causes a lot of frustration & then I give up on my shopping.",2
2021,"Tried to use a free shipping code the company sent me because they ran out of stock of an item I ordered The code would never show up on the order so I cancelled it. And yes, I triple checked the code was correct and not expired. I was thinking about joining their club rewards program but that flaw put me off of it.",1
2021,"This app moves faster than the last app. But they took away some great functions, like remembering in your search list where you were instead of always returning to the top of the list.",3
2021,"Wish I didn't delete the old app right away! I haven't looked at everything yet, but one of the most annoying things is, if you look at something and you go back and it takes you all they way back to the top and not where you left off and this app does exactly that!",2
2022,"App is not working! I just added a bunch of clothes for my son to my cart and when I went to check out, I kept getting asked to login. I logged in at least 4 times and still wouldn't let me check out. It also was giving me an error message when I tired refreshing the page or tried to go back to the previous page I was on.",2
2022,"The app doesn't even open since the latest update. Instead, it tries opening in the background all day and I'll get constant notifications that it failed to do so. It was bad before but now it's basically just a waste of phone space.",1
2021,"I like having this app..It's very convenient and easy to use..They have great deals a lot of the time, so I do recommend signing up for the text alerts..They text you the deals and it's only 1-3 texts per week..If you like Old Navy, I definitely recommend this app.",5
2023,"Horrible to use. Just so glitchy. Why even keep it in use? Never stays signed in. Doesn't remember my info like I select. Never loads pages from the app notifications... Or just load pages when I open the app. Just ""loads"" forever. When I do get it to work, I search for items & it tends to reset to the home page and I have to start my search from the beginning. If I could give it 0 stars I would.",1
2021,"Trash! This app does not load ever!! It will not show you your favorites, it will not search items when you want it to, and it only works on special occasions for some reason. This is the worst shopping app I have ever used. I expected better from old navy.",1
2022,"Just downloaded the new ""updated"" app and it won't let me sign in. It will let you pay as a guest but then you don't get credit for your purchase. It will, however, let you pay your credit card. The app is glitchy and not nearly as useful as the old one!",2
2023,"Just like everyone says, this app is absolute garbage. Pages don't load, the filtering sucks and I always see a glitch in the text where it gets larger and larger as you scroll down on certain items. What a weird bug to have.",1
2022,"The app loads and everything but when I look at my credit card info it is different than if I log in on the web. I made a payment Dec 5th (due the 5th), this reflects on the web. In the app it says I made payment late, Dec 6th, and it shows 2 payments for the same amount at different times and showing I'm charged TWO late fees. Since it doesn't show like this on the web then I'm assuming this is an app issue. Please fix.",2
2022,"This app is terrible and has been for years. It crashes, if you put something if you cart and set your phone down for 10 minutes the items in your cart disappear. Half the time items won't even load. FOR YEARS, Old Navy is downright disrespecting it's customers for refusing to fix this app!",1
2022,"I really like old navy however this app repeatedly logs my out when i flip from section to section. Ive waited a few updates to post this, hoping they would fix this issue but, unfortunatly, nope! 9/20/22 The constant sign out issue is STILL happening. I think I'm just going to uninstall this app as it seems like the developers don't care :/",1
2022,"Registered. Can't access my account through the app. It says use to us form link and call a number in form to get help. The link doesn't work. I was able to open my account in Chrome but not the app. Uninstalled, restarted, reinstalled. Same thing. Useless.",1
2022,"The update is horrible. I have updated the app and every time I try to launch it it prompts me to update again. Also, I have placed an order and received it, but all of the items are still in my cart and the order does not show in my order history.",1
2022,"I love the large variety of available jeans sizes and colors. However, sometimes the length is unpredictable. We have jeans in the same sizes (waist x length), but the actual lengths vary greatly. Having to give away perfectly good jeans for my son because they're now too short after only a few wears. ??",4
2022,"BOPIS feature is useless. Old Navy are incapable of keeping track of their inventory. Twice now, I have shopped online to pickup at store, and twice now, Old Navy have placed my funds on hold only to email me 1 hour later telling me that NONE of the items that their own app/website said were available are actually available...takes 7 days for the hold to drop in my bank account! So, now I have to wait a week before I can even shop for these items...elsewhere, of course.",1
2021,"I cannot use the app, anytime i try to narrow down my seach using sections tabs, anything, even switching to the sister stores in app ""there is a connection problem"" high reason to believe it is not on my end. Quite sad it can update me on current deals i cannot see anything just the home menu any interaction nonresponsive",1
2022,"The app REALLY struggles to open and load. Signs me out constantly, even though I use it fairly often, and either takes several minutes to load a page or just doesn't do it at all. They need to do a lot of work on it.",3
2022,Its embarrassing for such a large company app to not be functioning properly. As you can see from other bad ratings its been having problems a while. It asks a million times to sign in even after youve already done so. When i click on a certain section to view clothes it wont load! I have patience only bcuz i need things for winter time and cant go in-person. OLD NAVY FIX THE PROBLEMS IN THE APP. SAMSUNG NOTE 20. THANKS,1
2022,"When the app works I have no issues, but it hardly ever works! It makes me sign in over and over again and I repeatedly receive the message that says ""something went wrong"" which makes it very frustrating to shop.",2
2022,"Kicks me out, always has an error, trying to get back to search results sends you back to the top of the list. I just tried to place an order but was kicked out thanks to an ""error."" Now my bag is empty but I have no orders. Looked on the website and it's not there either. I hate this app.",2
2022,"50% of the time it works great. The rest of the time it doesn't load pages or items, always tells me ""something went wrong"", and honestly, I hate that it won't save my log in info ever. Too glitchy and temperamental.",2
2021,I really don't understand the putting of the women's and the plus size options together. This was actually one of the places that I loved being able to just click on plus size and knew that everything I was looking at was going to be in my size. Now I have to scroll through everything and get disappoonted if I see something cute only to click on it and it not come in my size. Not cool Old Navy. The old way was just fine.,1
2022,Pop ups that cover nearly the whole screen while trying to log in / sign up is super frustrating. Also I should be able to pay with a debit card. Most difficult time I've had paying bills.,1
2022,"Every other icon I click ""oops, something went wrong"". Well no kidding!! Totally useless piece of rubbish. I wish I could go back to the old app. Edit: 18 months later and absolutely NO improvement! If anything, it has gotten worse. Ditching this crapp!",1
2022,"Keeps signing me out and once I get to sign in, I can't add anything to my cart. Going on two weeks of this... Before this, barely any of my liked items were saving and I was having glitches trying to view items. The app is so laggy and weird anymore...what's even happening, Old Navy??",1
2022,"Does not work. I am not sure why but every time I open the app, I get a blank screen. Unable to do anything and I wait so long. Ordering would be ideal on the app and not on the website but it isn't usable. Drives me crazy. I've had the issue ever since downloading the app.",1
2022,"It's great until you want to purchase something. I don't know when the last time was I successfully made a transaction through the app. Always says ""something went wrong"". I've missed out on sales, promos etc bc of this. Please fix it!",2
2022,"I think it would be great if it worked. The layout and search is very user friendly, however, the app often gives errors, doesn't respond or just keeps loading. Mostly unusable.",2
2022,Id give it a 5 but the app sometimes doesn't work properly I have been trying for the past 3 days to check out my order when items were on sale. today before I checked out saw some items were no longer available or rose in price I still got it regardless cause my kid needs it. However would have liked to get it when I saw the original sale price and when they were available rather than wait for it to finally allow purchase.,3
2023,"First the app stopped working, then my points started disappearing without explanation. I contacted them and they won't do anything about it. I'm not even sure if it's connected but the app is so useless it wouldn't surprise me at all. Thinking it might be time to cut up the card and shop somewhere else.",1
2022,App is so slow and glitchy!! It won't even load the page half the time. And it makes you constantly log back in. Super frustrating and annoying. I'd rather use the web browser to shop. Please fix it!!,1
2022,"This app never fully loads pages and when you click on categories, it also hangs. I have a 2022 phone so I know that it's not me. It's a shame. I wanted to buy on Cyber Monday and couldn't. Tried several times and even during downtime. Same result.",1
2022,"Used to be fine but recently something changed. Constantly tells me something went wrong, refresh and the only way I can get it to work again is to Uninstaller and reinstall every time. Very annoying. Makes me shop less as I often use my mobile device to shop.",1
2023,"This app frequently doesn't work. There was just an update, and it won't load the sale from notifications still, and it won't load any categories to manually browse. Both problems aren't new, but are maybe worse now.",1
2022,"App only responds 1% of the time. It takes forever to load if it does at all. Whether or not I'm signed in, if I try to edit my cart or go to checkout it sends me into a never ending loop of being redirected to the sign in page and you can't get out of it.",1
2022,"I really don't like your app I love your clothes, but accessing your website through a browser on my phone is easier than using your app. It glitches so much of it will load a page at all, and to boot after I look at an item and return to the previous page it takes me all the way back to the top. The app has been like this since I downloaded it. I've never left a review for anything in my life and I just wanted to leave this here because of how passionately disappointed I am in this app ??",1
2023,"Uninstalled Would be nice if after looking at an item and going back to the search, it kept your place. Instead, it clears filters and starts over in the category. Additionally, it does not stay logged in, I have to log in every time I do a search, or want to shop. I will just go to the website, less hassle there. Android user Galaxy s22 ultra",1
2022,This app never works. Every time you try to change pages it gives an error and won't load. It also won't let you check out. Anytime I try to log in to check out it crashes. It cost me $110 in super cash because it wouldn't let me check out any way other than as a guest.,1
2022,By default it makes you sign in w/user & password every time you open the app. Stupid. Otherwise it's fine. Edit: you can enable biometric login via account settings. Defaults are still stupid. It's a smartphone app. Just keep me logged in ffs.,4
2022,The search bar is a useless option results dont even match what you are looking for. Trying to find just flannel shirts should not make you want to pull your hair out. 100% done with old navy online and in store!,1
2023,"Still not working... I click on a push notification about a special sale, and the app opens to a blank screen with a category title on top and the spinning wheel spinning spinning spinning. Using the back button to return to the main product page from product details page goes to a completely blank screen.",2
2023,"I don't know what's going on with this app. It keeps shutting down, freezing up, starting over while looking at an item. I wish this app didn't have sooo many bugs in it. I like shopping on app verses shopping online.",1
2022,"Old Navy is great but the app is terrible and borderline unusable. Constantly glitching, makes you sign in every time you access a new page, half the time it just gives error codes, desperately needs to be fixed.",1
2022,"I don't know what happened with this app - it used to work fine. But now it will not save my login. Even when I manually enter my login, it won't save my cart in my account. when I try to pay, it always gives me an error with my Old Navy card!! The only way I can check out is if I use a different payment method, which negates the whole reason I have an Old Navy card, to earn rewards.",2
2022,"After many uses, I have to edit my review. Pages don't load! While it's thinking, I'm growing old and losing interest in the item I wanted to buy. I've also checked the setting to use my fingerprint for sign in many times, but it never remembers.",1
2023,Buggy CANT USE SUPER CASH! I keep getting emails about using my $30 super cash before it expires and the app won't let me use it! It doesn't have my rewards right at all either. I'll have to go on the computer. App sucks always.,1
2022,"I'd love to shop on the app but everytime I click something I get the spinning wheel of death, and it rarely loads. It keeps prompting me to update the app without any improvement. Very glitchy, it's basically useless.",2
2023,"AWFUL. Half the time, no page will load at all. If you can even get that far, don't plan on actually purchasing anything you've found?the Place Order button just takes you to an error every time. What a piece of trash.",1
2022,"Great app with easy ordering! Once you go to your cart, it isn't easy to go back to shopping & you have to redo your filters everytime. If that were fixed, I'd give it 5 stars.",4
2022,"Not impressed... not sure why I'm getting another credit card in the mail?(when I didn't ask for it and mines not expired?) I hope you didn't pull my credit without my permission. The wait for customer service is ridiculous, and the app isn't anything special. If my credit was ran again which I'm about to check everything. I will be coming for you.",1
2021,"911! What a mess! Once again, ON and Gap prove they can't develop a user friendly app. Where are discounts??? Every time you click back from an item on shopping list, it jumps all the way to top of list. Also have to scroll all the way to bottom of home screen to find categories. And please put all kids unisex clothes in their own category. I have to scroll through twice as many shirts now because I don't want monster trucks on my daughter's shirts-those who do can go to unisex.",1
2023,"I love Old Navy, it's my new favorite store to buy clothes. However, I hate this app. It does not leave me logged in. It does not save any of the items I want. If I click on something and then go back to the original page, it puts me all the way back to the top of the page. It is extremely frustrating. I have deleted the app and re-downloaded it, and nothing works.",1
2022,"The worst. You can't make any changes to your order easily, and just when you think you have, you get the order email and find the item you THOUGHT you set to pick up in store is actually coming in the mail. Last week, I apparently ordered two of the same sweater but didn't discover this till it came in today. I'm gonna stick to ordering online.",3
2023,This app is terrible which is so disappointing. I think you are losing a lot of possible sales due to the poor performance.,1
2023,"I've had constant issues with this app for months. Won't load properly, gives me an error message. I can't shop, and end up having to go through the actual website to shop/make purchases. The issues persist even though it says the app is updated",2
2023,"Can you please fix this new update. The app don't want to work. it's keep said update available, I did it and still saying the same.",1
2023,This app is so buggy. Things take forever to load or don't load at all. Browsing is nearly impossible. If I try to search on my phone's browser instead it just redirects me to the useless app. Need to delete it.,1
2022,"This app very often has trouble loading pages other than the main. I often give up, even when I got a notification about a sale that looked good. They are probably losing sales because of this! If this wasn't an issue, I'd say it's a pretty good app.",2
2021,Too slow to populate...unable to choose style or color because the descriptions are all jumbled together...horrible...I also don't like having to put my cc number in every time I want to buy something...and most of the time I just give up because I don't keep my cc with me all the time...it use to be where you just choose the the last 4 digits of your cc...so aggregating,1
2021,"Very UNorganized! Keeps asking to download ""new"" app even when it's already downloaded. Keeping up with my credit card payments are a chore, bcz it's so hard to pull up the credit account, always defaulting to the SHOP page! Straight up annoying!",1
2021,"I am getting frustrated with this app. For some reason it is not letting me log in. It constantly say ""either my email or password is incorrect"". I logged in through the website and it work, but for some reason I can't with the app. Help?!",2
2021,"This update is the worst. I have been unable to review my order, see what promos I have (super cash, Credit Card promos, etc) since the ""update"". Totally not user friendly, at all. Unfortunately, I deleted the old app and am stuck with this one until it's fixed.",1
2021,"This app might be new, but it's far from being improved.....or even functional. The app comes up fine, but an error message comes up when I try to shop. You're constantly disappointing me, Old Navy!!! One more strike and we're through!",1
2022,"The app boots up fine, but if you click on any of the categories it takes a whole 60 seconds to load. Even then it just delivers an ""unable to process your request"" screen.",1
2022,"I live in the middle of nowhere, so driving to a store, isn't an option it's a full day trip. so I love using the app to make my purchases and for the most part it's easy to use. much easier, than the Barclays app.",5
2023,I haven't purchased from Old Navy in quite a while since the app never loads I just get the loading icon and then errors,1
2022,This has to be one of the worse apps I've ever used. Errors everywhere and on top of that it keeps logging me off after each error. When I'm simply trying to add stuff to my cart here come a error and now my cart is empty over and over again each time I try.,1
2022,This app hardly ever loads pages. It just swirls and swirls and then finally let's you know something went wrong. It's almost every page or category of clothing you try to select. It's almost unusable.,1
2022,"app doesn't keep you signed in. i have to go through my browser to shop because the app keeps telling me to refresh or sign in. - when i add something to my cart or try to view my cart it never shows me anything. - the app used to work though, so once that part is fixed i'm sure it will be worth having again.",1
2022,Back to square one. Frequent failures to load. No way to see or apply current promos because it just spins. End up having to go use a computer instead. Total waste of time!,1
2023,Never loads! I get notifications all the time and can't open the app to see.,1
2022,"App has some problems with content when filters are applied. also don't like when you view an item then go back, it takes you back to the top versus going back to the last item viewed to continue scrolling.",4
2022,"Whoever is in charge of your app upgrades needs to spend some time with people who actually shop at Old Navy and have $$$$ to spend. This demographic I would think are moms. We do not want a merry go round of images when we click to view another color of leggings. We also want to shop quick and don't want to log in every 2 minutes. And if we get all done shopping and the app says 'Something went wrong' we get pissed and don't come back. GalaxyS22Ultra, over wifi&5G reinstall app nothingworks",1
2022,"Great deals all the time. I've been a customer of Old Navy since high school and now I'm an adult, nothing has changed. I've also very pleased that they've widen their plus size clothing given I'm a little heavier now but I still get to look stylish without breaking the bank.",4
2023,Constantly glitching and I often get errors when trying to log in to pay my bill.,2
2023,"When I attempt to pay my bill, it keeps saying an error occurred. I've been trying on and off for days.",1
2022,"I love Old Navy, this has nothing to do with the brand itself..... but the App. Every single time I go into the app, I am logged out, even with the biometric turned on. It's quite annoying when I want to look at a piece of clothing, but before I can view it & add to my cart, I have to log in again",3
2023,"The most useless app award goes to..... Old Navy! Hands down the worst shopping app ever. You'd think such a large company could get a decent app developer. Their website isn't much better either. I have deleted the reinstalled several times, hoping it would get better. It NEVER does.",1
2022,"New update 10/12/22 is awful!! Love Old Navy but just went to order on the app and had to update. Since updating, it's glitching and keeps telling me to sign in everytime I try to look at a new item. Discount not applying to all items in my cart either. Please fix this!!",1
2022,This app is useless. I've been trying to make a payment but kept getting a wrong password/username message. So now I have to call to make a payment but even then is customer service care the worst! I have to call to confirm my payment and I still end up with a late fee.,1
2022,"Keeps asking for update. I have a galaxy note 10 plus Every time I open the app it ask to be updated if there was a easy way to just x out fine but it always sends me to the Google app store and does not let me search I have to go online and sign in so I can purchase, check sales or just browse. Is there something I'm doing wrong. App has been updated my phone has been update.",1
2022,"I think old navy is under rated. the sales that old navy has are great. Back to school shopping is a breeze. Great place to get outfits for the whole family for photos, Disneyland , that mom/daughter at drop off that dress alike. there's tall, petite, women 30, big and tall. it's a one stop one and done from head to toe",5
2021,"Horrible! I can't get past the first screen because it freezes and then crashes every single time. The old app wasn't great, but this one is completely unusable!",1
2021,"I hate this new version of ON. I can't find anything I'm looking for, when you go in to look at an item and go back out, it makes you start all the way back at the top of the page so you have to scroll through 1000's of items again to get back to where you were. Very frustrating!!!",1
2021,This app is great but the My Orders tab always has issues or needs to constantly be refreshed. I also don't like having to automatically be sent back to the top of the page when you click on an item and then go back to view them all again.,4
2022,"I've been completely unable to sign in for some time now. There is a space for your email address but there is nowhere to put in a password and the ""sign in"" button stays grayed out. Extremely disappointing. Have to delete because it's just a waste of space at this point.",1
2022,"Ever since the new company took over I have been having issues with my account. Signing up, signing in, app not working at all. This is ridiculous especially since I have cc and can't even check that account. Why do we have to create new everything anyway. Our stuff should have been able to transition right over.",1
2023,"Fails to work often, right now says there is an update, but doesn't show a update at app store",3
2022,Great when it works which lately is not often. Makes me repeatedly log in. Will not let me check out. Crashes. Extremely frustrating and time consuming. Quicker and easier to shop in web browser than through app.,1
2023,"The app is awful now. Last year it worked perfectly fine but lately it's a problem every time I try to use it. I've uninstalled and reinstalled twice and it's done nothing to help. In fact, it's telling me to update now but when I open it on Google play it's up to date.",1
2022,"great app, easy to shop. easy to apply your promos and discounts. only suggestion is to fix the sizing charts, i.e. in women's underwear they have the sizing by number (0-18) instead of s, m, l, xl, xxl, etc. same with men's shirts, only shows neck size and not chest size.",5
2023,"Takes a long time to load, constantly signs me out, biometric login settings don't work.",1
2022,"The rewards are great. You're going to spend money anyway, why not get your kids free clothes ? Also, Old Navy is the only brand I can find that has 28"" waist, with 36"" inseam. High quality jeans, 100% ! My guys are tall !! Thank you Old Navy !! Plus, the App has really become user friendly ; )",5
2023,Same problem others have mentioned. The app opens but when I try to shop it says something has gone wrong. I can't look at anything to shop. It's been doing the same thing for about a month. I have a Samsung S20 so moth a super old phone and I made sure the app didn't have an update that needed download.,1
2022,App never works! Even after updates install it never loads properly! And it's always so annoying to sign in before I can even shop! At least add biometrics login! About 99% of time time I don't even shop because I can't get logged in because I always forget the password.,1
2023,This app is horrible. Got an update and now my most recent orders are missing. Last ones are from January. Just received an order today and it isn't there. Good job on update. ?? It has gotten worse. Just deleting the app and using website one. Much better.,1
2021,"I can't sign in! I have a Galaxy S10. I can enter my email. But the ""Sign In"" sits right on top of where I need to enter the password! Very poor design! You all need to get someone that knows how to design a useful app. Very disappointing!",1
2023,"Doesn't work, doesn't load. It's a dead app. If I wanted to see Old Navy screen I'd snap a picture and use it as a background. That's literally all it did. You can't sign in online either so I tried the app. Apparently Old Navy/Gap is not able to keep tech up and running.",1
2022,"Awful app! Go to add tems to my cart and states ""something went wrong"" and will not refresh. Then keeps logging me put of my account. When I go to log back in. The same message comes up! Wad so much easier when you could switch between GAP and Old Navy in 1 app!!",1
2023,"Terrible app, super slow, poor loading. Had to uninstall and use my browser its so bad.",1
2022,"Won't place order. Forced to use new app, kept telling me something went wrong and to refresh. Had to go online and place my order. Was warning me black Friday items would only be in the cart for 30 minutes. Didn't order all I wanted to because I didn't want to lose my kid gifts in my cart. New app cost you money and angered a long time customer. This app is useless.",1
